ticker,calidad,crecimiento,valoracion,solidez,compuesto,exclusion,sector_gics,kpis_con_dato
CSX,0.46661148067516667,-0.2867219000127343,0.2979665257115995,-0.456343951471848,-0.02886950311797933,,Industrials,16
CTAS,0.4172688922599087,0.012396479223222715,-0.6931738017146837,0.40995650405515377,0.06565104429390763,,Industrials,16
CTSH,-0.23480228895673905,-0.24247873556812374,0.5380123890517704,0.509002085654178,0.35793109469301887,,Information Technology,15
CTVA,-0.366803332851539,-0.2606574814278293,-0.9156519796673237,-0.42821517872449405,-1.0542794787867193,,Materials,13
CVNA,-0.33932835592285343,2.491525776148182,-0.9832710786724188,3.4727426733907563,3.2771375531634925,,Consumer Discretionary,12
CVS,-0.2628014324484932,0.26968630700893875,0.35955466220158894,-0.11631539256683526,0.08061675508284279,,Health Care,16
CVX,-0.14669862793071436,-0.19170481526407082,-0.006809447126754927,-0.15603024421475964,-0.37398772839245076,,Energy,12
D,0.14217494365724462,0.6050753228025415,0.18773871400629646,-0.4745697147953352,0.4095568354897351,,Utilities,12
DAL,-0.45301333467960997,0.036382154048376504,0.6754862160158932,-0.35247839606918163,-0.11597553358348757,,Industrials,15
DASH,-0.020276027626621618,0.8401075554492738,-0.21596614435059822,0.28730146971417464,0.5431612107890957,,Consumer Discretionary,12
DD,-0.5721384305674433,0.34139537833697103,-0.14805477946286194,0.7683650581411987,0.24958338009249623,,Industrials,13
DDOG,0.13722920282903395,0.25618343177016284,-0.8742231761622065,1.2398501980722885,0.4892958971630305,,Information Technology,13
DECK,0.3727228783019561,-0.012126870517972649,-0.17999706745968158,2.29002056020531,1.6945233445770613,,Consumer Discretionary,14
DELL,-0.7832693150905807,0.3361703077070113,0.3963481923201,-0.6188036163019957,-0.5020449775156418,,Information Technology,15
DG,-0.27241600704674107,0.21248020552508776,0.6023042570122786,0.22926626407719905,0.5586865292126649,,Consumer Staples,16
DGX,-0.13302888714838,0.011578440180966048,0.3642341104967972,-0.3936713847613531,-0.24165314792128828,,Health Care,16
DHR,0.12802175335811541,-0.10542546257254548,-0.10629851898478317,-0.16328906731496423,-0.31888599869812473,,Health Care,16
DIS,-0.062021651745393876,-0.20837684275419477,0.27961456494857123,-0.5086362236445717,-0.3437468012273311,,Communication Services,15
DLR,-0.4532951562130316,0.7392323072745861,-0.5621479966021417,-0.4003597494123248,-0.6854771067801234,,Real Estate,8
DLTR,0.16002217845033875,0.2589458658506731,0.17005440496394858,0.23633699505212777,0.6036519976002015,,Consumer Staples,11
DOV,-0.05444740258996474,-0.2737080459660308,0.4770714697645971,0.3374885834670266,0.32284591403021273,,Industrials,11
DOW,-0.818036347947756,-1.101435716238411,0.3968161460059611,0.046292529299326944,-0.744733341639254,,Materials,13
DPZ,0.16950762138394002,-0.13204185805995824,0.08191016717326004,-0.3458904423363724,-0.2715868625356204,,Consumer Discretionary,16
DRI,-0.12682108345620677,0.054882201911074596,0.13993391661651336,-0.27523574710430493,-0.25753698056644486,,Consumer Discretionary,15
DTE,-0.2591615672820977,-0.3970956678201794,-0.0805938848242627,-0.2406945009963568,-0.9083236054207544,,Utilities,9
DUK,0.15693007698046077,-0.4368934032544245,-0.6326847376844501,-0.21960270274909557,-1.0501093246956665,,Utilities,14
DVA,-0.0628402874857945,0.09621535995507903,0.7564806236213463,-0.6197931317398578,0.016275921817631683,,Health Care,15
DVN,0.1634270479868365,-0.1346231126382553,0.6896179962668305,-0.40160449307429147,0.12642460762835916,,Energy,12
DXCM,0.30911131424578486,0.8323957535554332,-0.08064746048140735,-0.07867593988863741,0.6689303983592042,,Health Care,13
EBAY,0.5834994072506287,0.1901493398378129,0.10669313629239857,-0.34455118633059123,0.2841052333184831,,Consumer Discretionary,13
ECHO,-1.0156614012841543,-1.9026539637084576,-0.29173248006649893,-0.20400032659555145,-2.393726860186118,,Communication Services,14
ECL,0.31294699694493483,-0.07325931944673468,-0.5434043324302678,-0.2589664103340186,-0.17332636824168873,,Materials,17
ED,-0.4925387342669647,-0.0677620147553131,0.3182442101602703,0.21537642236533736,-0.03686487794910585,,Utilities,12
EFX,-0.0072787381362811,0.014564379633232974,0.264207430835598,-0.7101926021275947,-0.3770436770342021,,Industrials,14
EIX,0.5432700302690308,0.6225266483759235,0.9029833048677609,0.15403814013522246,2.024777767283932,,Utilities,15
EL,0.03766262513824148,-0.21881746650609527,-0.9024834958007286,1.7378303839555787,0.4603916600454386,,Consumer Staples,14
ELV,0.031226739608201614,-0.36768669336805965,0.4892009738126255,-0.31688139364454504,-0.252303533505249,,Health Care,14
EME,-0.4981933402919199,0.2785337415665354,0.09541898813458394,-0.2833157813499063,-0.35348226680463163,,Industrials,13
EMR,0.1898332897427634,-0.22612478155706786,0.15746610624114404,-0.6224270682985278,-0.4243682309093564,,Industrials,13
EOG,0.4712812783818251,-0.03170999486751963,0.44110901967489635,0.36669814723194794,0.6956541061397177,,Energy,12
EQIX,-0.30360792798155184,-0.9707522804171398,-0.4192943559983155,0.16753145047498297,-1.5788445597515701,,Real Estate,15
EQT,0.46244429889053146,0.9362465624430379,0.09793003675325351,-0.13371316457401922,0.7663240300222767,,Energy,16
ES,0.3004171777455212,0.5062073961054473,0.12824659466637725,-0.3157546671597736,0.5550012652446675,,Utilities,11
ESS,-0.09263660560114173,-0.08339488581233612,0.12039587438051888,-0.4765295027454237,-0.5336240445252505,,Real Estate,14
ETN,-0.08483396434076818,0.1278503598973212,-0.22120476763230568,-0.26027521254489644,-0.3768651721875927,,Industrials,13
ETR,-0.34283504708741097,0.4634499153703197,-0.035146200524280496,-0.12919640945703809,-0.05248885599391498,,Utilities,11
EVRG,-0.227832171721477,-0.2715512141316019,0.360940445721729,-0.28282578305201383,-0.39850139063918844,,Utilities,16
EW,0.25132983301194395,0.17255174906979412,-0.40115096284737406,1.954007237575258,1.4681957313236624,,Health Care,16
EXC,-0.16280465290030907,-0.3756673613493027,0.058174055320565396,0.04772316690576811,-0.4088632896859776,,Utilities,14
EXE,0.21480949562774213,2.3368889896387643,0.7093729081954453,0.2255567692823963,2.065415975071068,,Energy,14
EXPD,-0.3132335590928969,0.14575688444268076,0.17917207809195523,0.17989602462711793,0.09980434938108695,,Industrials,12
EXPE,-0.1327619008355014,0.9185507164711674,-0.15592678682244676,0.18945700326357573,0.49078682605542717,,Consumer Discretionary,15
F,-1.807997062536429,-0.010569174542293447,0.5330201634223165,-0.32868588477644933,-1.2831811785110672,,Consumer Discretionary,14
FANG,-0.9114473131929228,-0.17084234649472768,-0.11291473996913408,-0.08770065468294325,-0.852134799820041,,Energy,11
FAST,0.2377172216246275,0.10741290010333442,-0.046973012673186244,1.754862925103688,1.5080723025419416,,Industrials,16
FCX,0.08921618872122454,-0.4136104161516008,0.21454442771429388,0.5056155251288529,0.4260783781269737,,Materials,15
FDS,-0.055158708158091686,-0.24351660593029437,-0.195301266279289,0.09099916510214308,0.12422064324517836,,Financials,12
FDX,-0.5346335897453285,0.12925481539657815,0.5904809088570983,-0.05411921301357568,0.05395084889334714,,Industrials,15
FE,-0.4544705537689408,0.26283563697128676,0.32418741122132666,-0.7113530970842793,-0.5428777830799834,,Utilities,12
FERG,-0.14311915693096494,0.42495523282833836,0.17444579977965735,0.3571065290765544,0.5702262354382398,,Industrials,11
FFIV,0.26290691825266616,-0.2896226755224709,0.29103315795796564,-0.24332295222603767,-0.022854046832831647,,Information Technology,13
FICO,0.7405752359809541,-0.07222297308250546,0.14802977564711206,-0.46885605656906665,0.20373519835007736,,Information Technology,12
